customerID,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
0754-UKWQP,1,No,Fiber optic,No,No,Yes,No,Yes,Yes
8873-GLDMH,1,Yes,Fiber optic,No,No,No,No,No,No
5696-JVVQY,1,No,DSL,Yes,Yes,Yes,No,No,Yes
8946-BFWSG,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7493-TPUWZ,1,Yes,Fiber optic,No,Yes,No,No,No,No
0547-HURJB,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8904-OPDCK,0,No phone service,DSL,No,No,No,No,No,No
8845-LWKGE,1,No,DSL,No,No,Yes,Yes,Yes,No
1577-HKTFG,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8752-STIVR,1,No,Fiber optic,No,No,No,No,Yes,No
0691-NIKRI,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
5022-JNQEQ,1,No,Fiber optic,No,No,No,Yes,No,No
4558-FANTW,1,No,Fiber optic,Yes,No,No,Yes,Yes,No
3249-VHRIP,0,No phone service,DSL,No,Yes,Yes,No,No,Yes
3736-BLEPA,1,No,Fiber optic,No,Yes,No,Yes,Yes,No
4701-LKOZD,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
6603-QWSPR,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
9921-QFQUL,1,Yes,Fiber optic,No,No,Yes,No,No,Yes
1929-ZCBHE,0,No phone service,DSL,Yes,No,Yes,Yes,No,No
4378-MYPGO,1,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
8651-ENBZX,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
4129-LYCOI,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
7798-JVXYM,1,No,DSL,No,No,No,Yes,Yes,Yes
8647-SDTWQ,1,Yes,Fiber optic,No,No,No,No,No,No
2696-ECXKC,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
2081-KJSQF,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7623-TRNQN,1,No,DSL,No,No,No,Yes,No,No
3323-CPBWR,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,No
9330-IJWIO,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
3384-CTMSF,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
0902-RFHOF,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9286-DOJGF,1,Yes,Fiber optic,No,No,No,No,No,No
6048-QBXKL,1,Yes,DSL,No,Yes,No,No,No,No
9661-MHUMO,1,No,DSL,No,No,No,Yes,No,No
7718-RXDGG,1,No,Fiber optic,No,No,No,No,No,No
1025-FALIX,1,No,Fiber optic,No,No,No,No,No,No
3451-VAWLI,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3407-QGWLG,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1842-EZJMK,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
2347-WKKAE,1,Yes,Fiber optic,Yes,No,Yes,No,No,Yes
8735-DCXNF,1,No,DSL,Yes,No,No,Yes,No,No
3214-IYUUQ,1,No,Fiber optic,Yes,Yes,No,Yes,No,Yes
1936-UAFEH,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
3587-PMCOY,1,No,Fiber optic,Yes,No,Yes,No,Yes,Yes
8079-XRJRS,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,No
1027-LKKQQ,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes
7148-XZPHA,1,No,Fiber optic,No,Yes,No,Yes,No,No
8073-IJDCM,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5309-TAIKL,1,No,DSL,No,No,Yes,Yes,No,Yes
6856-RAURS,1,Yes,Fiber optic,No,No,No,No,No,No
8778-LMWTJ,1,No,Fiber optic,Yes,No,No,No,No,No
9717-IOAAF,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8884-ADFVN,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
2845-KDHVX,1,No,DSL,No,Yes,Yes,Yes,No,Yes
0848-SOMKO,0,No phone service,DSL,Yes,No,Yes,Yes,No,Yes
2720-WGKHP,1,Yes,Fiber optic,No,No,No,No,Yes,Yes
6734-FQAJX,1,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
2869-ADAWR,1,Yes,Fiber optic,No,Yes,No,No,Yes,No
1535-VTJOQ,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6368-TZZDT,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0943-ZQPXH,1,No,Fiber optic,No,No,Yes,No,Yes,Yes
1293-BSEUN,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9894-EZEWG,1,No,Fiber optic,No,Yes,No,No,No,No
1302-TPUBN,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7851-FLGGQ,0,No phone service,DSL,No,Yes,No,Yes,No,Yes
0637-UBJRP,1,No,Fiber optic,Yes,No,No,No,No,Yes
0940-OUQEC,1,Yes,Fiber optic,No,Yes,No,No,No,No
2378-VTKDH,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
0927-CNGRH,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8608-OZTLB,1,No,DSL,Yes,Yes,Yes,Yes,Yes,No
2335-GSODA,0,No phone service,DSL,Yes,No,Yes,Yes,No,No
1952-DVVSW,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0702-PGIBZ,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
6656-GULJQ,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
9853-JFZDU,1,No,DSL,No,Yes,No,Yes,No,No
1963-VAUKV,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3777-XROBG,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6994-FGRHH,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
4000-VGMQP,1,Yes,DSL,No,Yes,Yes,No,Yes,Yes
3999-WRNGR,0,No phone service,DSL,No,Yes,No,No,Yes,Yes
3466-RITXD,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,No
2680-XKKNJ,1,No,DSL,Yes,Yes,No,Yes,No,No
3058-HJCUY,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
2974-GGUXS,1,Yes,Fiber optic,No,Yes,No,No,Yes,No
7994-XIRTR,1,No,DSL,No,No,Yes,Yes,No,Yes
3259-FDWOY,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
2101-RANCD,1,Yes,Fiber optic,No,No,No,No,No,No
7921-BEPCI,1,Yes,DSL,Yes,Yes,No,No,No,No
0807-ZABDG,1,No,DSL,Yes,No,No,Yes,No,No
8510-TMWYB,1,Yes,DSL,No,Yes,Yes,No,No,No
3258-ZKPAI,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
1428-IEDPR,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
5298-GSTLM,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
4450-YOOHP,0,No phone service,DSL,No,No,Yes,No,Yes,Yes
6728-CZFEI,1,No,DSL,No,No,No,No,Yes,No
5748-RNCJT,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
3653-NCRDJ,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6121-TNHBO,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No
5119-NZPTV,1,No,Fiber optic,No,No,No,No,No,No
6519-ZHPXP,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
7739-LAXOG,1,Yes,Fiber optic,No,No,Yes,No,No,Yes
3472-QPRCH,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8224-UAXBZ,0,No phone service,DSL,Yes,Yes,No,No,Yes,No
9610-WCESF,0,No phone service,DSL,Yes,No,No,Yes,Yes,No
9776-CLUJA,1,Yes,Fiber optic,Yes,No,No,No,No,No
2486-WYVVE,1,Yes,DSL,No,No,Yes,Yes,Yes,Yes
3865-ZYKAD,1,Yes,Fiber optic,Yes,Yes,No,No,No,No
1422-DGUBX,1,Yes,Fiber optic,No,No,No,Yes,No,No
2999-AANRQ,1,No,DSL,Yes,Yes,No,Yes,Yes,No
8668-KNZTI,1,No,DSL,Yes,No,Yes,No,No,No
0480-KYJVA,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6034-ZRYCV,0,No phone service,DSL,No,Yes,Yes,No,Yes,Yes
9746-YKGXB,0,No phone service,DSL,Yes,No,Yes,No,No,Yes
3926-YZVVX,1,No,DSL,No,No,No,Yes,No,No
6000-UKLWI,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2079-FBMZK,1,No,Fiber optic,No,No,No,No,No,No
6332-FBZRI,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No
2096-XOTMO,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3266-FTKHB,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8221-EQDGL,1,No,DSL,Yes,Yes,Yes,No,No,No
2346-LOCWC,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6608-QQLVK,1,No,DSL,No,No,Yes,No,No,No
0298-XACET,0,No phone service,DSL,No,Yes,Yes,Yes,Yes,No
7560-QJAVJ,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes
2995-YWTCD,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3551-HUAZH,1,Yes,Fiber optic,No,No,No,No,No,No
9137-UIYPG,1,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
2809-ZMYOQ,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
5084-OOVCJ,1,No,DSL,Yes,No,No,Yes,No,No
0254-WWRKD,1,No,DSL,No,Yes,No,No,No,No
7727-SHVZV,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6302-JGYRJ,1,Yes,DSL,No,Yes,No,Yes,Yes,Yes
5339-PXDVH,1,Yes,Fiber optic,Yes,No,No,No,Yes,No
2205-LPVGL,1,Yes,Fiber optic,Yes,Yes,No,Yes,No,No
8782-NUUOL,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes
3685-YLCMQ,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
7601-WFVZV,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4609-KNNWG,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4868-AADLV,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
9529-OFXHY,1,Yes,Fiber optic,Yes,No,No,No,Yes,No
8634-MPHTR,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
2669-QVCRG,1,Yes,Fiber optic,Yes,No,No,No,No,No
2478-EEWWM,0,No phone service,DSL,No,No,No,No,Yes,Yes
9174-IHETN,1,No,Fiber optic,No,No,No,No,No,No
2233-TXSIU,0,No phone service,DSL,Yes,No,Yes,No,Yes,No
9644-UMGQA,1,No,DSL,Yes,No,No,No,No,No
3256-EZDBI,0,No phone service,DSL,No,Yes,No,No,No,No
8761-NSOBC,1,No,Fiber optic,No,Yes,No,Yes,Yes,Yes
0419-YAAPX,1,No,Fiber optic,No,Yes,No,No,Yes,No
8413-VONUO,1,No,Fiber optic,No,Yes,No,No,Yes,Yes
0872-CASZJ,1,Yes,DSL,Yes,No,No,Yes,No,Yes
4726-DLWQN,1,Yes,DSL,Yes,Yes,No,No,Yes,No
8164-OCKUJ,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3094-JOJAI,1,Yes,Fiber optic,No,No,No,No,No,No
9494-MRNYX,1,Yes,Fiber optic,No,No,No,No,No,No
2599-CZABP,1,No,DSL,No,No,No,No,No,No
7945-PRBVF,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4544-RXFMG,1,No,DSL,No,No,No,No,No,No
0859-YGKFW,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1150-FTQGN,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,No
9223-UCPVT,1,No,Fiber optic,No,No,Yes,No,Yes,Yes
7196-LIWRH,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5448-VWNAM,1,Yes,DSL,Yes,Yes,No,Yes,Yes,No
1177-XZBJL,1,Yes,DSL,Yes,Yes,No,Yes,No,No
3518-FSTWG,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
9330-VOFSZ,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
4351-QLCSU,1,No,DSL,No,No,No,No,Yes,No
0939-EREMR,1,No,DSL,No,No,Yes,Yes,No,No
9389-ACWBI,1,No,Fiber optic,No,No,No,No,No,No
5419-JPRRN,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
3644-QXEHN,1,No,Fiber optic,No,No,Yes,No,Yes,Yes
2911-IJORQ,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5921-NGYRH,1,No,Fiber optic,Yes,No,No,No,No,No
2100-BDNSN,1,Yes,DSL,No,No,Yes,Yes,Yes,No
5998-DZLYR,1,Yes,Fiber optic,No,Yes,No,Yes,No,Yes
0488-GSLFR,1,No,Fiber optic,No,No,No,No,No,No
9318-NKNFC,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3985-HOYPM,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9728-FTTVZ,1,No,Fiber optic,No,No,No,No,No,No
9548-LERKT,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6576-FBXOJ,0,No phone service,DSL,No,No,Yes,Yes,Yes,Yes
4310-KEDTB,0,No phone service,DSL,No,No,Yes,No,No,No
7254-IQWOZ,1,No,Fiber optic,No,No,No,No,No,No
2474-BRUCM,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
4062-HBMOS,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
0742-NXBGR,1,No,Fiber optic,No,Yes,Yes,No,No,No
2676-ISHSF,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9236-NDUCW,0,No phone service,DSL,Yes,No,No,Yes,No,No
4753-PADAS,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
6103-QCKFX,1,No,DSL,Yes,No,No,Yes,No,No
7781-EWARA,0,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes
6110-OHIHY,1,No,Fiber optic,No,No,No,No,Yes,No
7018-FPXHH,1,No,DSL,Yes,Yes,Yes,No,No,No
5889-LFOLL,1,Yes,Fiber optic,No,No,No,No,No,Yes
5708-EVONK,1,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
8708-XPXHZ,1,Yes,Fiber optic,No,No,No,No,Yes,Yes
0616-ATFGB,0,No phone service,DSL,No,No,No,No,No,No
0572-ZJKLT,1,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes
5135-RDDQL,1,No,DSL,Yes,No,No,No,No,No
1353-LJWEM,1,No,DSL,No,Yes,Yes,Yes,No,No
1794-SWWKL,1,Yes,DSL,No,No,Yes,Yes,No,No
6166-YIPFO,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes
7016-BPGEU,0,No phone service,DSL,No,No,No,No,No,No
6876-ADESB,1,No,DSL,No,No,Yes,No,No,No
9332-GYWLO,1,No,DSL,No,No,No,No,Yes,No
1963-SVUCV,1,No,DSL,No,No,No,No,No,No
4184-VODJZ,1,Yes,Fiber optic,No,Yes,No,No,No,Yes
0220-EBGCE,1,No,Fiber optic,No,No,Yes,No,No,Yes
1092-WPIVQ,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7233-IOQNP,0,No phone service,DSL,Yes,No,No,Yes,No,No
2834-JKOOW,0,No phone service,DSL,Yes,Yes,Yes,Yes,No,No
2754-VDLTR,1,Yes,Fiber optic,No,No,No,No,Yes,Yes
2400-FEQME,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3190-XFANI,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
7551-DACSP,1,No,DSL,No,Yes,Yes,No,No,No
4957-SREEC,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7235-NXZCP,1,Yes,Fiber optic,No,No,No,No,No,No
0230-UBYPQ,0,No phone service,DSL,Yes,No,No,Yes,No,No
4923-ADWXJ,1,No,DSL,No,Yes,No,Yes,No,Yes
1763-KUAAW,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1104-TNLZA,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
5195-KPUNQ,1,No,Fiber optic,Yes,Yes,No,Yes,No,Yes
0520-FDVVT,1,No,Fiber optic,No,Yes,Yes,No,Yes,Yes
3439-GVUSX,0,No phone service,DSL,No,No,No,No,No,No
1444-VVSGW,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
5712-PTIWW,1,No,Fiber optic,No,No,Yes,Yes,No,No
5949-HGVJL,1,No,DSL,No,Yes,No,Yes,Yes,Yes
5203-XEHAX,1,No,DSL,Yes,Yes,No,No,No,Yes
1635-HDGFT,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3315-TOTBP,1,Yes,Fiber optic,No,No,No,No,No,No
8050-XGRVL,1,No,DSL,Yes,No,Yes,No,No,No
6661-HBGWL,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
1518-VOWAV,1,No,DSL,Yes,Yes,No,No,Yes,Yes
9828-QHFBK,1,No,DSL,Yes,No,No,No,No,No
3908-MKIMJ,0,No phone service,DSL,Yes,Yes,Yes,No,No,No
5012-YSPJJ,1,No,DSL,No,No,Yes,Yes,No,No
5909-ECHUI,1,No,DSL,No,No,No,No,No,Yes
1309-BXVOQ,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
6728-VOIFY,1,No,Fiber optic,No,Yes,No,No,Yes,Yes
9317-WZPGV,1,No,Fiber optic,No,No,No,No,No,Yes
4891-NLUBA,0,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes
2856-HYAPG,1,No,Fiber optic,No,No,No,No,No,No
8969-PRHFK,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0661-KQHNK,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8709-KRDVL,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
4488-PSYCG,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1427-VERSM,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes
9801-NOSHQ,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6339-YPSAH,1,No,Fiber optic,No,No,Yes,No,No,No
3621-CEOVK,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
6906-ANDWJ,1,Yes,Fiber optic,No,No,No,No,No,No
2159-TURXX,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1548-FEHVL,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
3795-CAWEX,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
6215-NQCPY,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
5647-URDKA,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2229-DPMBI,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9626-WEQRM,0,No phone service,DSL,Yes,No,No,No,No,No
2188-SXWVT,1,No,DSL,Yes,Yes,No,No,No,No
6258-PVZWJ,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
1094-BKOSX,0,No phone service,DSL,No,Yes,Yes,Yes,No,Yes
6969-MVBAI,1,Yes,Fiber optic,No,No,Yes,No,Yes,No
2978-XXSOG,1,Yes,DSL,Yes,No,No,Yes,No,No
2342-CKIAO,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6953-PBDIN,1,Yes,DSL,No,Yes,Yes,Yes,Yes,No
3898-BSJYF,1,Yes,DSL,Yes,No,Yes,Yes,No,Yes
3938-YFPXD,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
7696-AMHOD,1,No,DSL,No,Yes,Yes,No,Yes,Yes
2453-SAFNS,1,Yes,DSL,No,Yes,No,Yes,Yes,No
9558-IHEZX,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
9617-UDPEU,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6340-DACFT,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4955-VCWBI,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6813-GZQCG,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7426-GSWPO,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
3389-KTRXV,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3118-UHVVQ,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1031-IIDEO,1,No,Fiber optic,No,No,No,No,No,No
5832-XKAES,1,No,Fiber optic,No,No,No,No,No,No
3205-MXZRA,1,No,DSL,No,No,No,Yes,Yes,No
4701-AHWMW,0,No phone service,DSL,No,No,Yes,Yes,Yes,Yes
8317-BVKSO,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5702-KVQRD,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes
0083-PIVIK,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No
9210-IAHGH,1,No,DSL,No,No,No,Yes,Yes,Yes
6169-PGNCD,1,No,DSL,Yes,Yes,Yes,Yes,Yes,No
0023-XUOPT,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
4592-IWTJI,0,No phone service,DSL,Yes,No,No,No,No,No
4909-JOUPP,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
4657-FWVFY,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
2257-BOVXD,1,Yes,DSL,No,No,No,Yes,Yes,No
7729-JTEEC,1,No,DSL,No,No,No,No,No,No
7632-MNYOY,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
6518-LGAOV,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
7242-QZLXF,0,No phone service,DSL,No,No,No,No,No,No
4576-CSAJH,1,No,DSL,No,Yes,No,Yes,No,No
1000-AJSLD,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9696-RMYBA,1,No,Fiber optic,No,No,No,No,Yes,No
8690-UPCZI,1,Yes,DSL,Yes,No,No,Yes,Yes,No
1062-LHZOD,1,No,Fiber optic,No,No,No,No,No,No
9770-LXDBK,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4086-WITJG,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8344-WFMFH,1,No,DSL,No,Yes,No,No,No,No
9600-NAXZN,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
8822-KNBHV,1,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes
8404-FYDIB,1,Yes,Fiber optic,Yes,Yes,No,No,No,No
2791-SFVEW,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6457-USBER,1,No,Fiber optic,No,No,No,No,No,Yes
6762-NSODU,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4662-EKDPQ,1,Yes,DSL,No,No,No,No,No,Yes
9248-OJYKK,1,Yes,Fiber optic,No,No,No,No,No,No
9888-ZCUMM,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes
3398-FSHON,1,Yes,Fiber optic,No,Yes,No,No,Yes,No
3319-DWOEP,1,No,Fiber optic,No,No,Yes,No,Yes,Yes
1074-WVEVG,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9979-RGMZT,1,No,Fiber optic,No,Yes,No,No,Yes,Yes
6437-UDQJM,1,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes
1226-IENZN,1,No,Fiber optic,No,No,No,No,No,Yes
2108-GLPQB,1,Yes,DSL,No,No,Yes,No,No,No
9259-PACGQ,1,Yes,DSL,Yes,Yes,No,Yes,No,No
4415-IJZTP,1,Yes,Fiber optic,No,No,No,No,No,No
1465-VINDH,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
5474-LAMUQ,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3468-DRVQJ,1,Yes,DSL,Yes,Yes,No,No,Yes,No
1122-YJBCS,1,No,DSL,Yes,Yes,No,No,No,No
4990-ALDGW,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4816-OKWNX,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
3315-IKYZQ,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,No
2810-FTLEM,1,No,DSL,Yes,No,No,No,No,No
4747-LCAQL,1,No,DSL,Yes,Yes,No,Yes,Yes,Yes
3411-WLRSQ,1,No,Fiber optic,No,Yes,No,No,No,No
0898-XCGTF,1,Yes,Fiber optic,No,No,No,No,Yes,Yes
8006-PYCSW,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8249-THVEC,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8722-PRFDV,1,No,DSL,Yes,No,Yes,No,Yes,Yes
2164-SOQXL,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4020-KIUDI,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5850-BDWCY,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2038-YSEZE,1,Yes,DSL,Yes,Yes,No,Yes,No,No
0827-ITJPH,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8799-OXZMD,0,No phone service,DSL,No,No,Yes,No,No,No
1925-TIBLE,1,Yes,Fiber optic,No,No,No,No,Yes,No
1705-GUHPV,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4779-ZGICK,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0048-PIHNL,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0818-OCPZO,1,Yes,Fiber optic,No,Yes,No,No,No,No
3967-KXAPS,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
1447-GIQMR,1,No,Fiber optic,No,No,No,No,No,No
3704-IEAXF,0,No phone service,DSL,No,Yes,No,Yes,Yes,Yes
6810-VCAEX,0,No phone service,DSL,Yes,Yes,No,Yes,No,No
0674-EYYZV,1,No,DSL,No,No,No,No,Yes,No
4480-MBMLB,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
1395-OFUWC,0,No phone service,DSL,No,Yes,No,No,No,No
0822-QGCXA,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
0872-NXJYS,1,No,Fiber optic,No,No,No,No,No,Yes
2832-KJCRD,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
3588-WSTTJ,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
4075-WKNIU,1,Yes,DSL,No,Yes,Yes,Yes,Yes,No
